服务编号	所属服务体系	所属主体域	所属数据实体	所属数据实体类型	所属服务名	MEP(消息交换模式)	公有/私有	对方接口编号（私有服务）	接口名称	接口编号	服务合并建议	服务数据更新时间	服务数据更新频率	私有服务同一业务双向交互编号	数据交换方式	服务发布者	服务订阅者
PUB-XTRADE-I-0020	核心交易体系	行情数据	基础行情数据	交易量	质押匿名点击成交行情	单向：Out-Only	公有服务		质押匿名点击成交行情发往CMDS	XTRADE-CMDS-Repo-8-1	/			/	IMIX	标准金融资产及衍生品交易系统	市场数据发布系统
PUB-XTRADE-I-0021	核心交易体系	行情数据	基础行情数据	报价档位	质押匿名点击档位行情	单向：Out-Only	公有服务		质押匿名点击档位行情发往CMDS	XTRADE-CMDS-Repo-8-2	/			/	IMIX	标准金融资产及衍生品交易系统	市场数据发布系统
PUB-XTRADE-I-0022	核心交易体系	行情数据	基础行情数据	最优报价	质押匿名点击最优报价行情	单向：Out-Only	公有服务		质押匿名点击最优报价行情发往CMDS	XTRADE-CMDS-Repo-8-3	/			/	IMIX	标准金融资产及衍生品交易系统	市场数据发布系统
PUB-RMBTS-I-0128	核心交易体系	行情数据	基础行情数据	日终行情	质押式回购成交行情	单向：Out-Only	公有服务		质押式回购-质押式回购市场行情	RMBTS-CMDS-13-1	将本币发送给市场数据发布系统、Xtrade系统的质押式回购成交行情服务合并			/	IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-I-0168	核心交易体系	行情数据	基础行情数据	日终行情	质押式回购成交行情--汇总	单向：Out-Only	公有服务		接口组-接收本币的汇总行情	RMBTS-XTRADE-Repo-9	将本币发送给市场数据发布系统、Xtrade系统的质押式回购成交行情服务合并			/	IMIX	本币交易系统	标准金融资产及衍生品交易系统
PUB-RMBTS-I-0130	核心交易体系	行情数据	基础行情数据	日终行情	质押式回购成交行情--汇总	单向：Out-Only	公有服务		质押式回购-质押式回购汇总成交行情	RMBTS-CMDS-13-3	将本币发送给市场数据发布系统、Xtrade系统的质押式回购成交行情服务合并			/	IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-I-0129	核心交易体系	行情数据	基础行情数据	日终行情	质押式回购-存款类机构质押式回购市场行情	单向：Out-Only	公有服务		质押式回购-存款类机构质押式回购市场行情	RMBTS-CMDS-13-2	/			/	IMIX	本币交易系统	市场数据发布系统
PUB-SHCH-I-0006	交易后服务体系	清算风险数据	保证金数据	/	外汇会员保证金数据	单向：Out-Only	私有服务		保证金数据	SHCH-FXTS-1	/			/	IMIX	上海清算所	外汇交易系统
PUB-RMBTS-I-0161	交易后服务体系	交易后服务数据	成交备案信息	/	本币备案状态	单向：Out-Only	公有服务		备案	RMBTS-PTPS-8	/			/	IMIX	本币交易系统	交易后处理系统
PUB-CTRS-I-0001	交易后服务体系	交易后服务数据	成交备案信息	/	本币成交备案	单向：Out-Only	公有服务		备案成交信息	CTRS-RMBMSS-1	/			/	IMIX	中心交易信息备案系统	本币监测系统
PRV-CDITS-I-0001	交易后服务体系	交易后服务数据	成交备案信息	/	存单备案反馈数据	单向：Out-Only	私有服务	PRV-CIM-I-0001	存单备案反馈数据	CIM-CDITS-7-R	/			74.0	IMIX	大额存单发行备案系统	会员机构管理系统
PRV-CIM-I-0001	交易后服务体系	交易后服务数据	成交备案信息	/	存单备案数据	双向：Out-In	私有服务	PRV-CDITS-I-0001	存单备案数据	CIM-CDITS-7	/			74.0	IMIX	会员机构管理系统	大额存单发行备案系统
PUB-RMBTS-I-0040	交易后服务体系	交易后服务数据	成交确认数据	/	本币成交确认数据--利率互换交易	单向：Out-Only	公有服务		利率互换数据	RMBTS-RMBMSS-26	/			/	IMIX	本币交易系统	本币监测系统
PUB-PTPS-I-0003	交易后服务体系	交易后服务数据	成交确认数据	/	本币成交确认状态	单向：Out-Only	公有服务		交易后处理平台确认	PTPS-RMBTS-4	/			/	IMIX	交易后处理系统	本币交易系统
PUB-PTPS-I-0004	交易后服务体系	交易后服务数据	成交确认数据	/	本币成交确认状态--变更信息	单向：Out-Only	公有服务		确认状态变化消息	PTPS-RMBTS-5	/			/	IMIX	交易后处理系统	本币交易系统
PUB-PTPS-I-0005	交易后服务体系	交易后服务数据	成交确认数据	/	本币成交确认状态--利率互换期权变更信息	单向：Out-Only	公有服务		利率互换期权市场交易确认状态更新	PTPS-RMBTS-6	/			/	IMIX	交易后处理系统	本币交易系统
PRV-RMBTS-I-0040	交易后服务体系	交易后服务数据	成交确认数据	/	同业存单发行确权--清算所	双向：Out-In	私有服务	PRV-SHCH-I-0021	本币产品发行确权-同业存单发行确权	RMBTS-SHCH-24-1	/			75.0	IMIX	本币交易系统	上海清算所
PRV-ICDIS-I-0002	交易后服务体系	交易后服务数据	成交确认数据	/	同业存单发行确权--清算所	双向：Out-In	私有服务	PRV-SHCH-I-0071	同业存单发行确权（发行确权）	ICDIS-SHCH-1	/			76.0	IMIX	货币及债务工具发行系统（原名：同业存单发行系统）	上海清算所
PRV-SHCH-I-0021	交易后服务体系	交易后服务数据	成交确认数据	/	同业存单发行确权--清算所反馈	单向：Out-Only	私有服务	PRV-RMBTS-I-0040	本币产品发行确权-同业存单发行确权反馈	RMBTS-SHCH-24-2	/			75.0	IMIX	上海清算所	本币交易系统
PRV-SHCH-I-0071	交易后服务体系	交易后服务数据	成交确认数据	/	同业存单发行确权--清算所反馈	单向：Out-Only	私有服务	PRV-ICDIS-I-0002	同业存单发行确权反馈	ICDIS-SHCH-1-R	/			76.0	IMIX	上海清算所	货币及债务工具发行系统（原名：同业存单发行系统）
PRV-FXTSCSTP-I-0003	交易后服务体系	交易后服务数据	成交确认数据	/	外汇成交确认状态	单向：Out-Only	私有服务	PRV-FXTS-I-0009	成交确认	FXTS-FXCSTP-1-R	/			/	IMIX	外汇交易直通式处理系统（外汇CSTP）	外汇交易系统
PUB-PTPS-I-0001	交易后服务体系	交易后服务数据	交易冲销数据	/	本币冲销冻结	单向：Out-Only	私有服务		冲销冻结	PTPS-RMBTS-1	/			/	IMIX	交易后处理系统	本币交易系统
PRV-PTPS-I-0001	交易后服务体系	交易后服务数据	交易冲销数据	/	本币多边冲销计算结果数据	单向：Out-Only	私有服务		多边冲销计算结果数据	PTPS-RMBTS-2	/			/	IMIX	交易后处理系统	本币交易系统
PUB-PTPS-I-0002	交易后服务体系	交易后服务数据	交易冲销数据	/	本币多边冲销解冻	单向：Out-Only	私有服务		多边冲销解冻	PTPS-RMBTS-3	/			/	IMIX	交易后处理系统	本币交易系统
PUB-RMBTS-I-0159	交易后服务体系	交易后服务数据	交易冲销数据	/	本币双边冲销	单向：Out-Only	私有服务		双边冲销	RMBTS-PTPS-1	/			/	IMIX	本币交易系统	交易后处理系统
PRV-RMBTS-I-0059	交易后服务体系	交易后服务数据	交易冲销数据	/	本币双边冲销撤销	双向：Out-In	私有服务	PRV-PTPS-I-0002	双边冲销撤销	RMBTS-PTPS-2	/			77.0	IMIX	本币交易系统	交易后处理系统
PRV-PTPS-I-0002	交易后服务体系	交易后服务数据	交易冲销数据	/	本币双边冲销撤销反馈	单向：Out-Only	私有服务	PRV-RMBTS-I-0059	双边冲销撤销反馈	RMBTS-PTPS-2-R	/			77.0	IMIX	交易后处理系统	本币交易系统
PRV-SHCH-I-0055	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准产品交易平仓撤销请求	双向：Out-In	私有服务	PRV-XTRADE-I-0004	清算所-会员交易强行平仓撤销	SHCH-XTRADE-SIRS-4	/			78.0	IMIX	上海清算所	标准金融资产及衍生品交易系统
PRV-XTRADE-I-0004	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准产品交易平仓撤销请求反馈	单向：Out-Only	私有服务	PRV-SHCH-I-0055	清算所-会员交易强行平仓撤销-反馈	SHCH-XTRADE-SIRS-4-R	/			78.0	IMIX	标准金融资产及衍生品交易系统	上海清算所
PRV-SHCH-I-0054	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准产品交易平仓请求	双向：Out-In	私有服务	PRV-XTRADE-I-0003	清算所-会员强行平仓指令	SHCH-XTRADE-SIRS-3	/			79.0	IMIX	上海清算所	标准金融资产及衍生品交易系统
PRV-XTRADE-I-0003	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准产品交易平仓请求反馈	单向：Out-Only	私有服务	PRV-SHCH-I-0054	清算所-会员强行平仓指令-反馈	SHCH-XTRADE-SIRS-3-R	/			79.0	IMIX	标准金融资产及衍生品交易系统	上海清算所
PRV-XTRADE-I-0001	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准产品交易平仓数据	双向：Out-In	私有服务	PRV-SHCH-I-0052	清算所-交易数据	XTRADE-SHCH-SIRS-1	/			80.0	IMIX	标准金融资产及衍生品交易系统	上海清算所
PRV-SHCH-I-0052	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准产品交易平仓数据反馈	单向：Out-Only	私有服务	PRV-XTRADE-I-0001	清算所-交易数据-反馈	XTRADE-SHCH-SIRS-1-R	/			80.0	IMIX	上海清算所	标准金融资产及衍生品交易系统
PRV-RMBTS-I-0054	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准利率互换交易平仓撤销请求	单向：Out-Only	私有服务	PRV-SHCH-I-0033	标准利率互换集中清算业务-会员交易强行平仓撤销请求	RMBTS-SHCH-38-1	确定合并，本币发送给上清所的标准利率互换、标准债券远期交易平仓请求服务合并			81.0	IMIX	本币交易系统	上海清算所
PRV-SHCH-I-0033	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准利率互换交易平仓撤销请求反馈	双向：In-Out	私有服务	PRV-RMBTS-I-0054	标准利率互换集中清算业务-会员交易强行平仓撤销反馈	RMBTS-SHCH-38-2	/			81.0	IMIX	上海清算所	本币交易系统
PRV-RMBTS-I-0053	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准利率互换交易平仓请求	单向：Out-Only	私有服务	PRV-SHCH-I-0032	标准利率互换集中清算业务-会员强行平仓指令请求	RMBTS-SHCH-37-1	确定合并，本币发送给上清所的标准利率互换、标准债券远期交易平仓撤销请求服务合并			82.0	IMIX	本币交易系统	上海清算所
PRV-SHCH-I-0032	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准利率互换交易平仓请求反馈	双向：In-Out	私有服务	PRV-RMBTS-I-0053	标准利率互换集中清算业务-会员强行平仓指令反馈	RMBTS-SHCH-37-2	/			82.0	IMIX	上海清算所	本币交易系统
PRV-RMBTS-I-0051	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准利率互换交易平仓数据	双向：Out-In	私有服务	PRV-SHCH-I-0030	标准利率互换集中清算业务-标准利率互换成交数据	RMBTS-SHCH-35-1	确定合并，上清所发送给本币的标准利率互换、标准债券远期交易平仓数据服务合并			83.0	IMIX	本币交易系统	上海清算所
PRV-SHCH-I-0030	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准利率互换交易平仓数据反馈	单向：Out-Only	私有服务	PRV-RMBTS-I-0051	标准利率互换集中清算业务-标准利率互换成交反馈	RMBTS-SHCH-35-2	/			83.0	IMIX	上海清算所	本币交易系统
PRV-RMBTS-I-0044	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准债券远期交易平仓撤销请求	单向：Out-Only	私有服务	PRV-SHCH-I-0025	标准债券远期集中净额清算业务-会员交易强行平仓撤销请求	RMBTS-SHCH-28-1	确定合并，本币发送给上清所的标准利率互换、标准债券远期交易平仓请求服务合并			84.0	IMIX	本币交易系统	上海清算所
PRV-SHCH-I-0025	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准债券远期交易平仓撤销请求反馈	双向：In-Out	私有服务	PRV-RMBTS-I-0044	标准债券远期集中净额清算业务-会员交易强行平仓撤销反馈	RMBTS-SHCH-28-2	/			84.0	IMIX	上海清算所	本币交易系统
PRV-RMBTS-I-0043	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准债券远期交易平仓请求	单向：Out-Only	私有服务	PRV-SHCH-I-0024	标准债券远期集中净额清算业务-会员强行平仓指令请求	RMBTS-SHCH-27-1	确定合并，本币发送给上清所的标准利率互换、标准债券远期交易平仓请求服务合并			85.0	IMIX	本币交易系统	上海清算所
PRV-SHCH-I-0024	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准债券远期交易平仓请求反馈	双向：In-Out	私有服务	PRV-RMBTS-I-0043	标准债券远期集中净额清算业务-会员强行平仓指令反馈	RMBTS-SHCH-27-2	/			85.0	IMIX	上海清算所	本币交易系统
PRV-RMBTS-I-0041	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准债券远期交易平仓数据	双向：Out-In	私有服务	PRV-SHCH-I-0022	标准债券远期集中净额清算业务-标准债券远期成交	RMBTS-SHCH-25-1	确定合并，上清所发送给本币的标准利率互换、标准债券远期交易平仓数据服务合并			86.0	IMIX	本币交易系统	上海清算所
PRV-SHCH-I-0022	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准债券远期交易平仓数据反馈	单向：Out-Only	私有服务	PRV-RMBTS-I-0041	标准债券远期集中净额清算业务-标准债券远期成交反馈	RMBTS-SHCH-25-2	/			86.0	IMIX	上海清算所	本币交易系统
PRV-RMBTS-I-0013	交易后服务体系	交易后服务数据	交易替换数据	/	质押式回购关联机构押券替换请求	单向：Out-Only	私有服务	PRV-RMBCSTP-I-0006	质押式回购押券替换请求（关联机构）	RMBTS-CSTP-26-1	/			87.0	IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PRV-RMBCSTP-I-0006	交易后服务体系	交易后服务数据	交易替换数据	/	质押式回购关联机构押券替换响应	双向：In-Out	私有服务	PRV-RMBTS-I-0013	质押式回购押券替换（关联机构）	RMBTS-CSTP-26-2	/			87.0	IMIX	本币交易直通式处理系统（本币CSTP）	本币交易系统
PRV-RMBTS-I-0012	交易后服务体系	交易后服务数据	交易替换数据	/	质押式回购押券替换请求	单向：Out-Only	私有服务	PRV-RMBCSTP-I-0005	质押式回购押券替换请求	RMBTS-CSTP-12-1	/			88.0	IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PRV-RMBCSTP-I-0005	交易后服务体系	交易后服务数据	交易替换数据	/	质押式回购押券替换响应	双向：In-Out	私有服务	PRV-RMBTS-I-0012	质押式回购押券替换	RMBTS-CSTP-12-2	/			88.0	IMIX	本币交易直通式处理系统（本币CSTP）	本币交易系统
PRV-FXTS-I-0010	交易后服务体系	交易后服务数据	交易通知数据	/	CRS交易成交通知	双向：Out-In	私有服务	PRV-FXTSCSTP-I-0003	成交通知-CRS交易	FXTS-FXCSTP-1-2	/			/	IMIX	外汇交易系统	外汇交易直通式处理系统（外汇CSTP）
PRV-FXTS-I-0009	交易后服务体系	交易后服务数据	交易通知数据	/	IRS交易成交通知	双向：Out-In	私有服务	PRV-FXTSCSTP-I-0003	成交通知-IRS交易	FXTS-FXCSTP-1-1	/			/	IMIX	外汇交易系统	外汇交易直通式处理系统（外汇CSTP）
PRV-FXTS-I-0016	交易后服务体系	交易后服务数据	交易通知数据	/	外币拆借交易成交通知	双向：Out-In	私有服务	PRV-FXTSCSTP-I-0003	成交通知-外币拆借交易	FXTS-FXCSTP-1-8	/			/	IMIX	外汇交易系统	外汇交易直通式处理系统（外汇CSTP）
PRV-FXTS-I-0014	交易后服务体系	交易后服务数据	交易通知数据	/	外汇掉期交易成交通知	双向：Out-In	私有服务	PRV-FXTSCSTP-I-0003	成交通知-掉期交易	FXTS-FXCSTP-1-6	/			/	IMIX	外汇交易系统	外汇交易直通式处理系统（外汇CSTP）
PRV-FXTS-I-0011	交易后服务体系	交易后服务数据	交易通知数据	/	外汇即期交易成交通知	双向：Out-In	私有服务	PRV-FXTSCSTP-I-0003	成交通知-即期交易	FXTS-FXCSTP-1-3	/			/	IMIX	外汇交易系统	外汇交易直通式处理系统（外汇CSTP）
PRV-FXTS-I-0015	交易后服务体系	交易后服务数据	交易通知数据	/	外汇期权交易成交通知	双向：Out-In	私有服务	PRV-FXTSCSTP-I-0003	成交通知-期权交易	FXTS-FXCSTP-1-7	/			/	IMIX	外汇交易系统	外汇交易直通式处理系统（外汇CSTP）
PRV-FXTS-I-0012	交易后服务体系	交易后服务数据	交易通知数据	/	外汇远期交易成交通知	双向：Out-In	私有服务	PRV-FXTSCSTP-I-0003	成交通知-远期交易	FXTS-FXCSTP-1-4	/			/	IMIX	外汇交易系统	外汇交易直通式处理系统（外汇CSTP）
PRV-FXTS-I-0013	交易后服务体系	交易后服务数据	交易通知数据	/	外汇轧差清算远期成交通知	双向：Out-In	私有服务	PRV-FXTSCSTP-I-0003	成交通知-轧差清算远期交易	FXTS-FXCSTP-1-5	/			/	IMIX	外汇交易系统	外汇交易直通式处理系统（外汇CSTP）
PRV-RMBTS-I-0036	交易后服务体系	交易后服务数据	交易中止数据	/	本币利率互换提前终止请求	双向：Out-In	私有服务	PRV-SHCH-I-0017	IRS净额清算-提前终止	RMBTS-SHCH-19-1	/			89.0	IMIX	本币交易系统	上海清算所
PRV-SHCH-I-0017	交易后服务体系	交易后服务数据	交易中止数据	/	本币利率互换提前终止响应（终止承接结果）	单向：Out-Only	私有服务	PRV-RMBTS-I-0036	IRS净额清算-提前终止日终反馈	RMBTS-SHCH-19-2	/			89.0	IMIX	上海清算所	本币交易系统
PRV-PTPS-I-0003	交易后服务体系	交易后服务数据	交易中止数据	/	本币提前终止撤销反馈--交易后	单向：Out-Only	私有服务	PRV-RMBTS-I-0060	提前终止撤销反馈	RMBTS-PTPS-5-R	/			90.0	IMIX	交易后处理系统	本币交易系统
PRV-RMBTS-I-0060	交易后服务体系	交易后服务数据	交易中止数据	/	本币提前终止撤销--交易后	双向：Out-In	私有服务	PRV-PTPS-I-0003	提前终止撤销	RMBTS-PTPS-5	/			90.0	IMIX	本币交易系统	交易后处理系统
PUB-RMBTS-I-0153	交易后服务体系	交易后服务数据	交易中止数据	/	本币提前终止请求--交易后	单向：Out-Only	私有服务		提前终止	RMBTS-PTPS-4	/			/	IMIX	本币交易系统	交易后处理系统
PRV-PTPS-I-0008	交易后服务体系	交易后服务数据	交易中止数据	/	本币提前终止请求--清算所	双向：Out-In	私有服务	PRV-SHCH-I-0062	提前终止申请	PTPS-IHUb-SHCH-2	/			91.0	IMIX	交易后处理系统	上海清算所
PRV-SHCH-I-0062	交易后服务体系	交易后服务数据	交易中止数据	/	本币提前终止响应（退出承接结果）--清算所	单向：Out-Only	私有服务	PRV-PTPS-I-0008	清算承接结果（提前终止）	SHCH-Ihub-PTPS-2	/			91.0	IMIX	上海清算所	交易后处理系统
PRV-RMBTS-I-0038	交易后服务体系	交易后服务数据	交易状态通知数据	/	本币利率互换净额清算确认结束状态	双向：Out-In	私有服务	PRV-SHCH-I-0020	IRS净额清算-确认结束状态	RMBTS-SHCH-22-1	/			92.0	IMIX	本币交易系统	上海清算所
PRV-SHCH-I-0020	交易后服务体系	交易后服务数据	交易状态通知数据	/	本币利率互换净额清算确认结束状态反馈	单向：Out-Only	私有服务	PRV-RMBTS-I-0038	IRS净额清算-确认结束反馈	RMBTS-SHCH-22-2	/			92.0	IMIX	上海清算所	本币交易系统
PUB-RMBTS-I-0165	交易后服务体系	交易后服务数据	交易状态通知数据	/	利率互换期权行权状态更新	单向：Out-Only	公有服务		利率互换期权市场行权状态更新	RMBTS-PTPS-14	/			/	IMIX	本币交易系统	交易后处理系统
PRV-SHCH-I-0053	交易后服务体系	清算风险数据	清算额度	/	本币标准产品会员限额调整请求	双向：Out-In	私有服务	PRV-XTRADE-I-0002	清算所-会员限额调整	SHCH-XTRADE-SIRS-2	/			93.0	IMIX	上海清算所	标准金融资产及衍生品交易系统
PRV-XTRADE-I-0002	交易后服务体系	清算风险数据	清算额度	/	本币标准产品会员限额调整响应	单向：Out-Only	私有服务	PRV-SHCH-I-0053	清算所-会员限额调整-反馈	SHCH-XTRADE-SIRS-2-R	/			93.0	IMIX	标准金融资产及衍生品交易系统	上海清算所
PRV-SHCH-I-0057	交易后服务体系	清算风险数据	清算额度	/	本币标准产品下一日会员持仓限额和头寸请求	双向：Out-In	私有服务	PRV-XTRADE-I-0006	清算所-下一日会员持仓限额和头寸	SHCH-XTRADE-SIRS-6	/			94.0	IMIX	上海清算所	标准金融资产及衍生品交易系统
PRV-XTRADE-I-0006	交易后服务体系	清算风险数据	清算额度	/	本币标准产品下一日会员持仓限额和头寸响应	单向：Out-Only	私有服务	PRV-SHCH-I-0057	清算所-下一日会员持仓限额和头寸-反馈	SHCH-XTRADE-SIRS-6-R	/			94.0	IMIX	标准金融资产及衍生品交易系统	上海清算所
PRV-RMBTS-I-0052	交易后服务体系	清算风险数据	清算额度	/	本币标准利率互换会员限额调整请求	单向：Out-Only	私有服务	PRV-SHCH-I-0031	标准利率互换集中清算业务-会员限额调整请求	RMBTS-SHCH-36-1	确定合并，本币发送给上清所的标准利率互换、标准债券远期会员限额调整请求服务合并			95.0	IMIX	本币交易系统	上海清算所
PRV-SHCH-I-0031	交易后服务体系	清算风险数据	清算额度	/	本币标准利率互换会员限额调整响应	双向：In-Out	私有服务	PRV-RMBTS-I-0052	标准利率互换集中清算业务-会员限额调整响应	RMBTS-SHCH-36-2	确定合并，上清所发送给本币的标准利率互换、标准债券远期会员限额调整响应服务合并			95.0	IMIX	上海清算所	本币交易系统
PRV-SHCH-I-0048	交易后服务体系	清算风险数据	清算额度	/	本币标准利率互换下一日会员持仓限额和头寸请求	双向：Out-In	私有服务	PRV-RMBTS-I-0071	标准利率互换集中清算业务-下一日会员持仓限额和头寸全量数据	SHCH-RMBTS-15-1	确定合并，本币发送给上清所的标准利率互换、标准债券远期下一日会员持仓限额和头寸请求服务合并			96.0	IMIX	上海清算所	本币交易系统
PRV-RMBTS-I-0071	交易后服务体系	清算风险数据	清算额度	/	本币标准利率互换下一日会员持仓限额和头寸响应	单向：Out-Only	私有服务	PRV-SHCH-I-0048	标准利率互换集中清算业务-下一日会员持仓限额和头寸全量数据反馈	SHCH-RMBTS-15-2	确定合并，上清所发送给本币的标准利率互换、标准债券远期下一日会员持仓限额和头寸响应服务合并			96.0	IMIX	本币交易系统	上海清算所
PRV-RMBTS-I-0042	交易后服务体系	清算风险数据	清算额度	/	本币标准债券远期会员限额调整请求	单向：Out-Only	私有服务	PRV-SHCH-I-0023	标准债券远期集中净额清算业务-会员限额调整请求	RMBTS-SHCH-26-1	确定合并，本币发送给上清所的标准利率互换、标准债券远期会员限额调整请求服务合并			97.0	IMIX	本币交易系统	上海清算所
PRV-SHCH-I-0023	交易后服务体系	清算风险数据	清算额度	/	本币标准债券远期会员限额调整响应	双向：In-Out	私有服务	PRV-RMBTS-I-0042	标准债券远期集中净额清算业务-会员限额调整响应	RMBTS-SHCH-26-2	确定合并，上清所发送给本币的标准利率互换、标准债券远期会员限额调整响应服务合并			97.0	IMIX	上海清算所	本币交易系统
PRV-SHCH-I-0046	交易后服务体系	清算风险数据	清算额度	/	本币标准债券远期下一日会员持仓限额和头寸请求	双向：Out-In	私有服务	PRV-RMBTS-I-0069	标准债券远期集中净额清算业务-下一日会员持仓限额和头寸全量数据	SHCH-RMBTS-13-1	确定合并，本币发送给上清所的标准利率互换、标准债券远期下一日会员持仓限额和头寸请求服务合并			98.0	IMIX	上海清算所	本币交易系统
PRV-RMBTS-I-0069	交易后服务体系	清算风险数据	清算额度	/	本币标准债券远期下一日会员持仓限额和头寸响应	单向：Out-Only	私有服务	PRV-SHCH-I-0046	标准债券远期集中净额清算业务-下一日会员持仓限额和头寸全量数据反馈	SHCH-RMBTS-13-2	确定合并，上清所发送给本币的标准利率互换、标准债券远期下一日会员持仓限额和头寸响应服务合并			98.0	IMIX	本币交易系统	上海清算所
PRV-SHCH-I-0016	交易后服务体系	清算结算数据	清算进入退出记录	/	本币利率互换清算退出反馈（退出承接结果）--清算所	单向：Out-Only	私有服务	PRV-RMBTS-I-0035	IRS净额清算-利率互换（IRS）清算退出日终反馈	RMBTS-SHCH-18-2	/			99.0	IMIX	上海清算所	本币交易系统
PUB-RMBTS-I-0152	交易后服务体系	清算结算数据	清算进入退出记录	/	本币利率互换清算退出请求--交易后	单向：Out-Only	私有服务		单笔IRS交易申请清算退出	RMBTS-PTPS-3	/			/	IMIX	本币交易系统	交易后处理系统
PRV-RMBTS-I-0035	交易后服务体系	清算结算数据	清算进入退出记录	/	本币利率互换清算退出请求--清算所	双向：Out-In	私有服务	PRV-SHCH-I-0016	IRS净额清算-利率互换（IRS）清算退出	RMBTS-SHCH-18-1	/			99.0	IMIX	本币交易系统	上海清算所
PUB-RMBTS-I-0160	交易后服务体系	清算结算数据	清算进入退出记录	/	本币清算进入	单向：Out-Only	私有服务		清算进入	RMBTS-PTPS-7	/			/	IMIX	本币交易系统	交易后处理系统
PRV-SHCH-I-0063	交易后服务体系	清算结算数据	清算进入退出记录	/	本币清算退出反馈（终止承接结果）	单向：Out-Only	私有服务	PRV-PTPS-I-0009	清算承接结果（清算退出）	SHCH-Ihub-PTPS-1	/			100.0	IMIX	上海清算所	交易后处理系统
PRV-PTPS-I-0009	交易后服务体系	清算结算数据	清算进入退出记录	/	本币清算退出请求	双向：Out-In	私有服务	PRV-SHCH-I-0063	清算退出（多边冲销引起）	PTPS-IHUb-SHCH-3	/			100.0	IMIX	交易后处理系统	上海清算所
PRV-SHCH-I-0018	交易后服务体系	清算结算数据	清算数据	承接数据	本币利率互换清算承接审核结果	单向：Out-Only	私有服务		IRS净额清算-清算承接审核结果反馈	RMBTS-SHCH-20	/			/	IMIX	上海清算所	本币交易系统
PRV-RMBTS-I-0039	交易后服务体系	清算结算数据	清算数据	承接数据	本币利率互换清算承接实时反馈	单向：Out-Only	私有服务		IRS净额清算-交易中心实时反馈	RMBTS-SHCH-23	/			/	IMIX	本币交易系统	上海清算所
PUB-PTPS-I-0006	交易后服务体系	清算结算数据	清算数据	清算相关数据	本币利率互换清算数据	单向：Out-Only	私有服务		IRS净额清算交易	PTPS-IHUb-SHCH-1	/			/	IMIX	交易后处理系统	上海清算所
PUB-SHCH-I-0004	交易后服务体系	清算结算数据	清算数据	承接数据	本币利率互换市场清算承接审核结果统计	单向：Out-Only	私有服务		IRS净额清算-审核结果统计	SHCH-RMBTS-9	/			/	IMIX	上海清算所	本币交易系统
PRV-SHCH-I-0068	交易后服务体系	清算结算数据	清算数据	承接数据	本币清算承接审核结果	单向：Out-Only	私有服务		清算承接结果（审核结果）	SHCH-Ihub-PTPS-3	/			/	IMIX	上海清算所	交易后处理系统
PRV-SHCH-I-0069	交易后服务体系	清算结算数据	清算数据	承接数据	本币清算承接实时反馈	单向：Out-Only	私有服务		交易中心实时反馈	SHCH-Ihub-PTPS-7	/			/	IMIX	交易后处理系统	上海清算所
PRV-SHCH-I-0043	交易后服务体系	清算结算数据	清算数据	清算相关数据	清算所托管余额传输(超短期融资券/信用风险缓释凭证/定向工具/短期融资券/ABS/同业存单)	双向：Out-In	私有服务	PRV-RMBTS-I-0066	托管余额传输-托管余额传输(超短期融资券/信用风险缓释凭证/定向工具/短期融资券/ABS/同业存单)	SHCH-RMBTS-8-2	/			/	IMIX	上海清算所	本币交易系统
PUB-SHCH-I-0011	交易后服务体系	清算结算数据	清算数据	承接数据	外汇竞价会员清算数据	单向：Out-Only	公有服务		清算数据	SHCH-FXTS-8	/			/	IMIX	上海清算所	外汇交易系统
PUB-SHCH-I-0012	交易后服务体系	清算结算数据	清算数据	清算相关数据	外汇竞价会员头寸（未清算）数据	单向：Out-Only	公有服务		会员头寸信息（未清算数据）	SHCH-FXTS-9	/			/	IMIX	上海清算所	外汇交易系统
PUB-SHCH-I-0007	交易后服务体系	清算结算数据	清算数据	清算相关数据	外汇未纳入净额清算交易数据	单向：Out-Only	公有服务		未纳入净额清算	SHCH-FXTS-4	/			/	IMIX	上海清算所	外汇交易系统
