服务编号	所属服务体系	所属主题域	所属数据实体	所属数据实体类型	服务名称	MEP(消息交换模式)	公有/私有	对方接口编号	接口名称	接口编号	服务合并建议	服务数据更新时间	服务数据更新频率	服务用途（用原“私有服务同一业务双向交互编号”或“对方接口编号”预留字段展示）	数据交换模式	服务发布者	服务订阅者
PUB-XTRADE-0017	核心交易体系	行情数据	基础行情数据	结算价	标准利率互换每日结算价格	单向：Out-Only	公有服务	/	行情数据/每日结算利率（CMDS）-标准利率互换每日结算价	XTRADE-CMDS-SIRS-12-4	180.0	/	/		IMIX	标准金融资产及衍生品交易系统	市场数据发布系统
PUB-XTRADE-0018	核心交易体系	行情数据	基础行情数据	结算价	标准债券远期每日结算价格	单向：Out-Only	公有服务	/	/	XTRADE-CMDS-SBF-13	186.0	/	/		IMIX	标准金融资产及衍生品交易系统	市场数据发布系统
PUB-XTRADE-0002	核心交易体系	行情数据	基础行情数据	盘中参考价	标准利率互换盘中参考价	单向：Out-Only	公有服务	/	盘中参考价数据	XTRADE-RMBTS-IRS-14	181.0	/	/		IMIX	标准金融资产及衍生品交易系统	本币交易系统
PUB-RMBTS-0275	核心交易体系	行情数据	基础行情数据	日终参考价	买断式回购到期净价行情	单向：Out-Only	公有服务	/	买断式回购-到期净价行情	RMBTS-CMDS-14-3	193.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0276	核心交易体系	行情数据	基础行情数据	日终参考价	买断式回购首次净价行情	单向：Out-Only	公有服务	/	买断式回购-首次净价行情	RMBTS-CMDS-14-2	194.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0277	核心交易体系	行情数据	基础行情数据	日终行情	ETF基金买卖成交行情	单向：Out-Only	公有服务	/	ETF买卖-基金行情	RMBTS-CMDS-21	176.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0278	核心交易体系	行情数据	基础行情数据	日终行情	利率互换(浮动)浮动成交行情	单向：Out-Only	公有服务	/	利率互换市场-(浮动)浮动成交行情	RMBTS-CMDS-19-2	188.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0279	核心交易体系	行情数据	基础行情数据	日终行情	利率互换(浮动)浮动成交行情--双边报价成交	单向：Out-Only	公有服务	/	利率互换市场-(浮动)浮动双边报价行情	RMBTS-CMDS-19-4	189.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0280	核心交易体系	行情数据	基础行情数据	日终行情	利率互换(固定)浮动成交行情	单向：Out-Only	公有服务	/	利率互换市场-(固定)浮动成交行情	RMBTS-CMDS-19-1	190.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0281	核心交易体系	行情数据	基础行情数据	日终行情	利率互换(固定)浮动成交行情--双边报价成交	单向：Out-Only	公有服务	/	利率互换市场-(固定)浮动双边报价行情	RMBTS-CMDS-19-3	191.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0282	核心交易体系	行情数据	基础行情数据	日终行情	买断式回购成交行情	单向：Out-Only	公有服务	/	买断式回购-买断式回购利率行情	RMBTS-CMDS-14-1	192.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-FXTS-0043	核心交易体系	行情数据	基础行情数据	日终行情	人民币外汇成交行情	单向：Out-Only	公有服务	/	返回行情数据-成交行情（含即/远/NDF）	FXTS-CMDS-2-3	确定合并，编号I35-2	/	/		IMIX	外汇交易系统	市场数据发布系统
PUB-FXTS-0043	核心交易体系	行情数据	基础行情数据	日终行情	人民币外汇成交行情	单向：Out-Only	公有服务	/	市场行情	FXTS-CHINAMONEY-3	确定合并，编号I35-2	/	/		IMIX	外汇交易系统	中国货币网
PUB-RMBTS-0283	核心交易体系	行情数据	基础行情数据	日终行情	现券买卖成交行情	单向：Out-Only	公有服务	/	现券买卖市场行情	RMBTS-CMDS-15	199.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0284	核心交易体系	行情数据	基础行情数据	日终行情	现券买卖成交行情--资产支持证券	单向：Out-Only	公有服务	/	资产支持证券市场行情	RMBTS-CMDS-16	200.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0285	核心交易体系	行情数据	基础行情数据	日终行情	信用拆借成交行情	单向：Out-Only	公有服务	/	信用拆借-信用拆借市场行情	RMBTS-CMDS-12-1	201.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0286	核心交易体系	行情数据	基础行情数据	日终行情	信用拆借成交行情--存款类机构信用拆借市场行情	单向：Out-Only	公有服务	/	信用拆借-存款类机构信用拆借市场行情	RMBTS-CMDS-12-2	202.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0287	核心交易体系	行情数据	基础行情数据	日终行情	信用拆借成交行情--国际金融资产交易行情	单向：Out-Only	公有服务	/	信用拆借-国际金融资产交易行情数据	RMBTS-CMDS-12-3	203.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0288	核心交易体系	行情数据	基础行情数据	日终行情	预发行成交行情--点击成交	单向：Out-Only	公有服务	/	预发行-点击成交行情	RMBTS-CMDS-22-2	204.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0289	核心交易体系	行情数据	基础行情数据	日终行情	预发行成交行情--汇总	单向：Out-Only	公有服务	/	预发行-汇总行情	RMBTS-CMDS-22-3	205.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0290	核心交易体系	行情数据	基础行情数据	日终行情	预发行成交行情--请求报价成交	单向：Out-Only	公有服务	/	预发行-RFQ行情	RMBTS-CMDS-22-1	206.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0291	核心交易体系	行情数据	基础行情数据	日终行情	远期利率协议成交行情	单向：Out-Only	公有服务	/	远期利率协议-成交行情	RMBTS-CMDS-20-1	207.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0292	核心交易体系	行情数据	基础行情数据	日终行情	远期利率协议成交行情--双边报价成交	单向：Out-Only	公有服务	/	远期利率协议-双向报价行情	RMBTS-CMDS-20-2	208.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0293	核心交易体系	行情数据	基础行情数据	日终行情	债券借贷-标的债券借贷费率行情	单向：Out-Only	公有服务	/	债券借贷-标的债券借贷费率行情	RMBTS-CMDS-18-1	209.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0294	核心交易体系	行情数据	基础行情数据	日终行情	债券借贷-交易品种费率行情	单向：Out-Only	公有服务	/	债券借贷-交易品种费率行情	RMBTS-CMDS-18-2	210.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0295	核心交易体系	行情数据	基础行情数据	日终行情	债券远期成交行情	单向：Out-Only	公有服务	/	债券远期市场行情	RMBTS-CMDS-17	211.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0148	核心交易体系	行情数据	基础行情数据	日终行情	质押式回购成交行情	单向：Out-Only	公有服务	/	接口组-接收本币的汇总行情	RMBTS-XTRADE-Repo-9	确定合并，编号I6-3	/	/		IMIX	本币交易系统	标准金融资产及衍生品交易系统
PUB-RMBTS-0148	核心交易体系	行情数据	基础行情数据	日终行情	质押式回购成交行情	单向：Out-Only	公有服务	/	质押式回购-质押式回购汇总成交行情	RMBTS-CMDS-13-3	确定合并，编号I6-3	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0296	核心交易体系	行情数据	基础行情数据	日终行情	质押式回购-存款类机构质押式回购市场行情	单向：Out-Only	公有服务	/	质押式回购-存款类机构质押式回购市场行情	RMBTS-CMDS-13-2	215.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-XTRADE-0019	核心交易体系	行情数据	基础行情数据	最优报价	标准利率互换最优报价行情	单向：Out-Only	公有服务	/	行情数据/每日结算利率（CMDS）-标准利率互换最优报价行情	XTRADE-CMDS-SIRS-12-3	182.0	/	/		IMIX	标准金融资产及衍生品交易系统	市场数据发布系统
PUB-XTRADE-0003	核心交易体系	行情数据	基础行情数据	最优报价	标准利率互换最优报价行情--本币	单向：Out-Only	公有服务	/	最优报价数据	XTRADE-RMBTS-IRS-13	183.0	/	/		IMIX	标准金融资产及衍生品交易系统	本币交易系统
PUB-XTRADE-0020	核心交易体系	行情数据	基础行情数据	最优报价	标准债券远期最优报价行情	单向：Out-Only	公有服务	/	/	XTRADE-CMDS-SBF-13	187.0	/	/		IMIX	标准金融资产及衍生品交易系统	市场数据发布系统
PUB-FXTS-0042	核心交易体系	行情数据	基础行情数据	最优报价	人民币外汇单向最优报价行情	单向：Out-Only	公有服务	/	返回行情数据-最优报价（含即/远/NDF）	FXTS-CMDS-2-4	195.0	/	/		IMIX	外汇交易系统	市场数据发布系统
PUB-FXTS-0050	核心交易体系	行情数据	基础行情数据	最优报价	人民币外汇双向最优报价行情	单向：Out-Only	公有服务	/	 最优报价	FXTS-CHINAMONEY-2	196.0	/	/		IMIX	外汇交易系统	中国货币网
PUB-CSWAP-0003	核心交易体系	行情数据	基础行情数据	最优报价	外汇掉期最优报价行情--Cswap	单向：Out-Only	公有服务	/	CSWAP最优报价行情	CSWAP-FXTS-6	198.0	/	/		IMIX	标准化外汇产品交易系统	外汇交易系统
PUB-ICAP-0002	核心交易体系	行情数据	基础行情数据	最优报价	外汇掉期最优报价行情--货币经纪	单向：Out-Only	公有服务	/	电子白板－外汇掉期最优报价	ICAP-BMS-1	确定合并，编号I21-2	/	/		IMIX	国际货币经纪公司ICAP	市场基准参考系统
PUB-ICAP-0002	核心交易体系	行情数据	基础行情数据	最优报价	外汇掉期最优报价行情--货币经纪	单向：Out-Only	公有服务	/	外汇掉期最优报价	ICAP-FXTS-1	确定合并，编号I21-2	/	/		IMIX	国际货币经纪公司ICAP	外汇交易系统
PUB-ICAP-0003	核心交易体系	行情数据	基础行情数据	最优报价	外汇货币掉期最优报价行情--货币经纪	单向：Out-Only	公有服务	/	Excel报价－货币掉期最优报价	ICAP-BMS-6	确定合并，编号I22-2	/	/		IMIX	国际货币经纪公司ICAP	市场基准参考系统
PUB-ICAP-0003	核心交易体系	行情数据	基础行情数据	最优报价	外汇货币掉期最优报价行情--货币经纪	单向：Out-Only	公有服务	/	外汇货币掉期最优报价	ICAP-FXTS-3	确定合并，编号I22-2	/	/		IMIX	国际货币经纪公司ICAP	外汇交易系统
PUB-ICAP-0011	核心交易体系	行情数据	基础行情数据	最优报价	外汇期权最优报价行情--货币经纪	单向：Out-Only	公有服务	/	电子白板－外汇期权最优报价	ICAP-BMS-3	确定合并，编号I26-2	/	/		IMIX	国际货币经纪公司ICAP	市场基准参考系统
PUB-ICAP-0004	核心交易体系	行情数据	基础行情数据	最优报价	外汇远期最优报价行情--货币经纪	单向：Out-Only	公有服务	/	电子白板－外汇远期最优报价	ICAP-BMS-2	确定合并，编号I23-2	/	/		IMIX	国际货币经纪公司ICAP	市场基准参考系统
PUB-ICAP-0004	核心交易体系	行情数据	基础行情数据	最优报价	外汇远期最优报价行情--货币经纪	单向：Out-Only	公有服务	/	外汇远期最优报价	ICAP-FXTS-2	确定合并，编号I23-2	/	/		IMIX	国际货币经纪公司ICAP	外汇交易系统
PUB-XTRADE-0021	核心交易体系	行情数据	基础行情数据	最优报价	质押匿名点击最优报价行情	单向：Out-Only	公有服务	/	质押匿名点击最优报价行情发往CMDS	XTRADE-CMDS-Repo-8-3	214.0	/	/		IMIX	标准金融资产及衍生品交易系统	市场数据发布系统
PRV-RMBTS-0081	核心交易体系	交易限额	额度信息	/	本币买断式回购事前控制--国债登	单向：Out-Only	私有服务	PRV-CDC-I-0002	买断式回购事前控制请求	RMBTS-CDC-2	建议合并，编号10-2	/	/		IMIX	本币交易系统	中央国债登记结算公司
PRV-CDC-0002	核心交易体系	交易限额	额度信息	/	本币买断式回购事前控制--国债登	双向：In-Out	私有服务	PRV-RMBTS-I-0016	买断式回购事前控制反馈	RMBTS-CDC-2-R	建议合并，编号10-2	/	/		IMIX	中央国债登记结算公司	本币交易系统
PRV-RMBTS-0082	核心交易体系	交易限额	额度信息	/	本币债券远期事前控制--国债登	单向：Out-Only	私有服务	PRV-CDC-I-0003	债券远期事前控制请求	RMBTS-CDC-3	建议合并，编号25-2	/	/		IMIX	本币交易系统	中央国债登记结算公司
PRV-CDC-0003	核心交易体系	交易限额	额度信息	/	本币债券远期事前控制--国债登	双向：In-Out	私有服务	PRV-RMBTS-I-0017	债券远期事前控制反馈	RMBTS-CDC-3-R	建议合并，编号25-2	/	/		IMIX	中央国债登记结算公司	本币交易系统
PUB-RMBTS-0342	核心交易体系	交易限额	额度信息	/	机构成交可用余额	单向：OUT-Only	公有服务	/	TRDX_ENTY_DEAL_AVLBL_AMNT_DTLS	/	216.0	 8:00:14\ 19:30:27	定时－指定时点		ETL	本币交易系统	数据处理系统
PRV-ICBCRS-0001	核心交易体系	交易限额	额度信息	/	外汇掉期事前控制--工行	双向：In-Out	私有服务	PRV-FXTS-I-0020	SWAP事前控制请求反馈	FXTS-ICBCRS-4-2	建议合并，编号26-2	/	/		IMIX	工行事前控制系统	外汇交易系统
PRV-FXTS-0001	核心交易体系	交易限额	额度信息	/	外汇掉期事前控制--工行	双向：Out-In	私有服务	PRV-ICBCRS-I-0004	SWAP事前控制请求	FXTS-ICBCRS-4-1	建议合并，编号26-2	/	/		IMIX	外汇交易系统	工行事前控制系统
PRV-ICBCRS-0002	核心交易体系	交易限额	额度信息	/	外汇货币掉期事前控制--货币互换--工行	双向：In-Out	私有服务	PRV-FXTS-I-00201	CRS事前控制请求反馈	FXTS-ICBCRS-5-2	建议合并，编号27-2	/	/		IMIX	工行事前控制系统	外汇交易系统
PRV-FXTS-0002	核心交易体系	交易限额	额度信息	/	外汇货币掉期事前控制--货币互换--工行	双向：Out-In	私有服务	PRV-ICBCRS-I-0005	CRS事前控制请求	FXTS-ICBCRS-5-1	建议合并，编号27-2	/	/		IMIX	外汇交易系统	工行事前控制系统
PRV-ICBCRS-0003	核心交易体系	交易限额	额度信息	/	外汇即期事前控制--工行	双向：In-Out	私有服务	PRV-FXTS-I-0017	SPOT事前控制请求反馈	FXTS-ICBCRS-1-2	建议合并，编号28-2	/	/		IMIX	工行事前控制系统	外汇交易系统
PRV-FXTS-0003	核心交易体系	交易限额	额度信息	/	外汇即期事前控制--工行	双向：Out-In	私有服务	PRV-ICBCRS-I-0001	SPOT事前控制请求	FXTS-ICBCRS-1-1	建议合并，编号28-2	/	/		IMIX	外汇交易系统	工行事前控制系统
PRV-FXTS-0004	核心交易体系	交易限额	额度信息	/	外汇交易未完成或撤销事前控制请求--工行	单向：Out-Only	私有服务	/	交易未完成或撤销事前控制	FXTS-ICBCRS-6	建议合并，编号106-1	/	/		IMIX	外汇交易系统	工行事前控制系统
PRV-ICBCRS-0004	核心交易体系	交易限额	额度信息	/	外汇远期事前控制--NDF--工行	双向：In-Out	私有服务	PRV-FXTS-I-0019	NDF事前控制请求反馈  	FXTS-ICBCRS-3-2	建议合并，编号29-2	/	/		IMIX	工行事前控制系统	外汇交易系统
PRV-FXTS-0005	核心交易体系	交易限额	额度信息	/	外汇远期事前控制--NDF--工行	双向：Out-In	私有服务	PRV-ICBCRS-I-0003	NDF事前控制请求  	FXTS-ICBCRS-3-1	建议合并，编号29-2	/	/		IMIX	外汇交易系统	工行事前控制系统
PRV-ICBCRS-0005	核心交易体系	交易限额	额度信息	/	外汇远期事前控制--工行	双向：In-Out	私有服务	PRV-FXTS-I-0018	FORWARD事前控制请求反馈 	FXTS-ICBCRS-2-2	建议合并，编号30-2	/	/		IMIX	工行事前控制系统	外汇交易系统
PRV-FXTS-0006	核心交易体系	交易限额	额度信息	/	外汇远期事前控制--工行	双向：Out-In	私有服务	PRV-ICBCRS-I-0002	FORWARD事前控制请求 	FXTS-ICBCRS-2-1	建议合并，编号30-2	/	/		IMIX	外汇交易系统	工行事前控制系统
PUB-RMBTS-0014	核心交易体系	交易限额	额度信息	/	限额配置主	单向：OUT-Only	公有服务	/	TRDX_LIMIT_CNFG_MASTER(仅2:30:10)\TRDX_LIMIT_MASTER(仅8:10:03)	/	确定合并，编号E58-3	 2:30:10\ 8:10:03	定时－指定时点		ETL	本币交易系统	MTS
PUB-RMBTS-0014	核心交易体系	交易限额	额度信息	/	限额配置主	单向：OUT-Only	公有服务	/	TRDX_LIMIT_MASTER	/	确定合并，编号E58-3	 17:30:19	定时－指定时点		ETL	本币交易系统	本币市场监测系统
