服务编号	所属服务体系	所属主题域	所属数据实体	所属数据实体类型	服务名称	MEP(消息交换模式)	公有/私有	对方接口编号	接口名称	接口编号	服务合并建议	服务数据更新时间	服务数据更新频率	服务用途（用原“私有服务同一业务双向交互编号”或“对方接口编号”预留字段展示）	数据交换模式	服务发布者	服务订阅者
PUB-RMBTS-0309	核心交易体系	指令数据	报价信息	意向报价	买断式回购意向报价	单向：Out-Only	公有服务	/	买断式回购市场-意向报价	RMBTS-CMDS-3-1	252.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0087	核心交易体系	指令数据	报价信息	意向报价	现券买卖关联机构意向报价	单向：Out-Only	公有服务	/	现券买卖市场-关联机构意向报价	RMBTS-CSTP-18-1	确定合并，编号I13-2	/	/		IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PUB-RMBTS-0087	核心交易体系	指令数据	报价信息	意向报价	现券买卖关联机构意向报价	单向：Out-Only	公有服务	/	资产支持证券市场-关联机构意向报价	RMBTS-CSTP-19-1	确定合并，编号I13-2	/	/		IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PUB-RMBTS-0326	核心交易体系	指令数据	报价信息	意向报价	现券买卖意向报价	单向：Out-Only	公有服务	/	现券买卖市场-意向报价	RMBTS-CMDS-4-1	确定合并，编号I18-2	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0326	核心交易体系	指令数据	报价信息	意向报价	现券买卖意向报价	单向：Out-Only	公有服务	/	资产支持类证券市场-意向报价	RMBTS-CMDS-5-1	确定合并，编号I18-2	/	/		IMIX	本币交易系统	市场数据发布系统
PRV-RMBTS-0025	核心交易体系	指令数据	报价信息	意向报价	现券买卖意向报价--结算代理模块	双向：Out-In	私有服务	PRV-RMBSCM-I-0004	发送现券意向报价	RMBTS-RMBSCM-2-1	建议合并，编号5-2	/	/		IMIX	本币交易系统	结算代理模块
PRV-RMBSCM-0007	核心交易体系	指令数据	报价信息	意向报价	现券买卖意向报价--结算代理模块	单向：Out-Only	私有服务	PRV-RMBTS-I-0004	接收现券意向报价响应	RMBTS-RMBSCM-2-2	建议合并，编号5-2	/	/		IMIX	结算代理模块	本币交易系统
PUB-RMBTS-0072	核心交易体系	指令数据	报价信息	意向报价	信用拆借关联机构意向报价	单向：Out-Only	公有服务	/	信用拆借市场-关联机构意向报价	RMBTS-CSTP-15-1	258.0	/	/		IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PUB-RMBTS-0310	核心交易体系	指令数据	报价信息	意向报价	信用拆借意向报价	单向：Out-Only	公有服务	/	信用拆借市场-意向报价	RMBTS-CMDS-1-1	260.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0073	核心交易体系	指令数据	报价信息	意向报价	信用缓释凭证关联机构意向报价	单向：Out-Only	公有服务	/	信用缓释凭证市场-关联机构意向报价	RMBTS-CSTP-24-1	262.0	/	/		IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PUB-RMBTS-0074	核心交易体系	指令数据	报价信息	意向报价	信用缓释凭证市场意向报价	单向：Out-Only	公有服务	/	信用缓释凭证市场-本方意向报价	RMBTS-CSTP-10-1	264.0	/	/		IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PUB-RMBTS-0075	核心交易体系	指令数据	报价信息	意向报价	预发行市场关联机构意向报价	单向：Out-Only	公有服务	/	预发行市场-关联机构意向报价	RMBTS-CSTP-25-1	270.0	/	/		IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PUB-RMBTS-0076	核心交易体系	指令数据	报价信息	意向报价	预发行市场意向报价	单向：Out-Only	公有服务	/	预发行市场-本方意向报价	RMBTS-CSTP-11-1	272.0	/	/		IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PUB-RMBTS-0077	核心交易体系	指令数据	报价信息	意向报价	远期利率协议关联机构意向报价	单向：Out-Only	公有服务	/	远期利率协议市场-关联机构意向报价	RMBTS-CSTP-23-1	278.0	/	/		IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PUB-RMBTS-0311	核心交易体系	指令数据	报价信息	意向报价	远期利率协议意向报价	单向：Out-Only	公有服务	/	远期利率协议市场-意向报价	RMBTS-CMDS-9-1	280.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0078	核心交易体系	指令数据	报价信息	意向报价	债券借贷关联机构意向报价	单向：Out-Only	公有服务	/	债券借贷市场-关联机构意向报价	RMBTS-CSTP-22-1	283.0	/	/		IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PUB-RMBTS-0312	核心交易体系	指令数据	报价信息	意向报价	债券借贷意向报价	单向：Out-Only	公有服务	/	债券借贷市场-意向报价	RMBTS-CMDS-8-1	284.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0079	核心交易体系	指令数据	报价信息	意向报价	债券远期关联机构意向报价	单向：Out-Only	公有服务	/	债券远期市场-关联机构意向报价	RMBTS-CSTP-20-1	287.0	/	/		IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PUB-RMBTS-0313	核心交易体系	指令数据	报价信息	意向报价	债券远期意向报价	单向：Out-Only	公有服务	/	债券远期市场-意向报价	RMBTS-CMDS-6-1	288.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0080	核心交易体系	指令数据	报价信息	意向报价	质押式回购关联机构意向报价	单向：Out-Only	公有服务	/	质押式回购市场-关联机构意向报价	RMBTS-CSTP-16-1	292.0	/	/		IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PUB-RMBTS-0314	核心交易体系	指令数据	报价信息	意向报价	质押式回购意向报价	单向：Out-Only	公有服务	/	质押式回购市场-意向报价	RMBTS-CMDS-2-1	294.0	/	/		IMIX	本币交易系统	市场数据发布系统
PRV-RMBTS-0026	核心交易体系	指令数据	报价信息	意向报价	质押式回购意向报价--结算代理模块	双向：Out-In	私有服务	PRV-RMBSCM-I-0001	发送质押式回购意向报价	RMBTS-RMBSCM-6-1	建议合并，编号8-2	/	/		IMIX	本币交易系统	结算代理模块
PRV-RMBSCM-0008	核心交易体系	指令数据	报价信息	意向报价	质押式回购意向报价--结算代理模块	单向：Out-Only	私有服务	PRV-RMBTS-I-0001	接收质押式回购意向报价响应	RMBTS-RMBSCM-6-2	建议合并，编号8-2	/	/		IMIX	结算代理模块	本币交易系统
PUB-RMBTS-0315	核心交易体系	指令数据	订单信息	/	ETF基金买卖订单排列	单向：Out-Only	公有服务	/	ETF市场-订单排列	RMBTS-CMDS-10-4	296.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0316	核心交易体系	指令数据	订单信息	/	ETF基金买卖价格排列	单向：Out-Only	公有服务	/	ETF市场-价格排列	RMBTS-CMDS-10-5	297.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0317	核心交易体系	指令数据	订单信息	/	ETF基金买卖竞价订单	单向：Out-Only	公有服务	/	ETF市场-竞价订单	RMBTS-CMDS-10-2	298.0	/	/		IMIX	本币交易系统	市场数据发布系统
PUB-RMBTS-0318	核心交易体系	指令数据	订单信息	/	ETF基金买卖实时订单	单向：Out-Only	公有服务	/	ETF市场-实时订单	RMBTS-CMDS-10-3	299.0	/	/		IMIX	本币交易系统	市场数据发布系统
PRV-RMBTS-0003	核心交易体系	指令数据	订单信息	/	本币做市报价--北金所要约指令	单向：Out-Only	私有服务	/	要约指令（做市报价）	RMBTS-CFAT-2	建议合并剔除，编号107-2	/	/		IMIX	本币交易系统	北金所
PRV-RMBTS-0003	核心交易体系	指令数据	订单信息	/	本币做市报价撤销--北金所要约指令	单向：Out-Only	私有服务	/	撤销要约指令	RMBTS-CFAT-3	建议合并剔除，编号107-2	/	/		IMIX	本币交易系统	北金所
PUB-XTRADE-0010	核心交易体系	指令数据	订单信息	/	质押匿名点击订单	单向：Out-Only	公有服务	/	接口组-质押匿名点击报价明细发往监测系统	XTRADE-RMBMSS-Repo-5	300.0	/	/		IMIX	标准金融资产及衍生品交易系统	本币市场监测系统
PUB-BMS-0075	核心交易体系	指令数据	基准曲线	/	基准券实时报价数据	单向：OUT-Only	公有服务	/	T_YIELDQTTN	/	301.0	 9:30:08	定时－指定时点		ETL	市场基准参考系统	同业存单系统
PUB-RMBTS-0176	交易后服务体系	交易后服务数据	成交备案信息	/	本币备案状态	单向：Out-Only	公有服务	/	备案	RMBTS-PTPS-8	302.0	/	/		IMIX	本币交易系统	交易后处理系统
PUB-CTRS-0001	交易后服务体系	交易后服务数据	成交备案信息	/	本币成交备案	单向：Out-Only	公有服务	/	备案成交信息	CTRS-RMBMSS-1	303.0	/	/		IMIX	中心交易信息备案系统	本币市场监测系统
PRV-CDITS-0001	交易后服务体系	交易后服务数据	成交备案信息	/	存单备案数据	单向：Out-Only	私有服务	PRV-CIM-I-0001	存单备案反馈数据	CIM-CDITS-7-R	建议合并，编号74-2	/	/		IMIX	大额存单发行备案系统	会员机构管理系统
PRV-CIM-0001	交易后服务体系	交易后服务数据	成交备案信息	/	存单备案数据	双向：Out-In	私有服务	PRV-CDITS-I-0001	存单备案数据	CIM-CDITS-7	建议合并，编号74-2	/	/		IMIX	会员机构管理系统	大额存单发行备案系统
PUB-RMBTS-0098	交易后服务体系	交易后服务数据	成交确认数据	/	本币成交确认数据--利率互换交易	单向：Out-Only	公有服务	/	利率互换数据	RMBTS-RMBMSS-26	304.0	/	/		IMIX	本币交易系统	本币市场监测系统
PUB-PTPS-0001	交易后服务体系	交易后服务数据	成交确认数据	/	本币成交确认状态	单向：Out-Only	公有服务	/	交易后处理平台确认	PTPS-RMBTS-4	确定合并，编号I27-3	/	/		IMIX	交易后处理系统	本币交易系统
PRV-ICDIS-0002	交易后服务体系	交易后服务数据	成交确认数据	/	同业存单发行确权--清算所	双向：Out-In	私有服务	PRV-SHCH-I-0071	同业存单发行确权（发行确权）	ICDIS-SHCH-1	建议合并，编号76-2	/	/		IMIX	货币及债务工具发行系统（原名：同业存单发行系统）	上海清算所
PRV-SHCH-0065	交易后服务体系	交易后服务数据	成交确认数据	/	同业存单发行确权--清算所	单向：Out-Only	私有服务	PRV-ICDIS-I-0002	同业存单发行确权反馈	ICDIS-SHCH-1-R	建议合并，编号76-2	/	/		IMIX	上海清算所	货币及债务工具发行系统（原名：同业存单发行系统）
PRV-RMBTS-0064	交易后服务体系	交易后服务数据	成交确认数据	/	同业存单发行确权--清算所--本币	双向：Out-In	私有服务	PRV-SHCH-I-0021	本币产品发行确权-同业存单发行确权	RMBTS-SHCH-24-1	建议合并，编号75-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0035	交易后服务体系	交易后服务数据	成交确认数据	/	同业存单发行确权--清算所--本币	单向：Out-Only	私有服务	PRV-RMBTS-I-0040	本币产品发行确权-同业存单发行确权反馈	RMBTS-SHCH-24-2	建议合并，编号75-2	/	/		IMIX	上海清算所	本币交易系统
PRV-FXTSCSTP-0003	交易后服务体系	交易后服务数据	成交确认数据	/	外汇成交反馈--交易后	单向：Out-Only	私有服务	PRV-FXTS-I-0009	成交确认	FXTS-FXCSTP-1-R	305.0	/	/		IMIX	外汇交易直通式处理系统（外汇CSTP）	外汇交易系统
PRV-PTPS-0001	交易后服务体系	交易后服务数据	交易冲销数据	/	本币冲销冻结	单向：Out-Only	私有服务	/	冲销冻结	PTPS-RMBTS-1	306.0	/	/		IMIX	交易后处理系统	本币交易系统
PRV-PTPS-0002	交易后服务体系	交易后服务数据	交易冲销数据	/	本币多边冲销计算结果数据	单向：Out-Only	私有服务	/	多边冲销计算结果数据	PTPS-RMBTS-2	307.0	/	/		IMIX	交易后处理系统	本币交易系统
PRV-PTPS-0003	交易后服务体系	交易后服务数据	交易冲销数据	/	本币多边冲销解冻	单向：Out-Only	私有服务	/	多边冲销解冻	PTPS-RMBTS-3	308.0	/	/		IMIX	交易后处理系统	本币交易系统
PRV-RMBTS-0013	交易后服务体系	交易后服务数据	交易冲销数据	/	本币双边冲销	单向：Out-Only	私有服务	/	双边冲销	RMBTS-PTPS-1	309.0	/	/		IMIX	本币交易系统	交易后处理系统
PRV-RMBTS-0014	交易后服务体系	交易后服务数据	交易冲销数据	/	本币双边冲销撤销	双向：Out-In	私有服务	PRV-PTPS-I-0002	双边冲销撤销	RMBTS-PTPS-2	建议合并，编号77-2	/	/		IMIX	本币交易系统	交易后处理系统
PRV-PTPS-0004	交易后服务体系	交易后服务数据	交易冲销数据	/	本币双边冲销撤销	单向：Out-Only	私有服务	PRV-RMBTS-I-0059	双边冲销撤销反馈	RMBTS-PTPS-2-R	建议合并，编号77-2	/	/		IMIX	交易后处理系统	本币交易系统
PRV-XTRADE-0009	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准产品交易平仓	单向：Out-Only	私有服务	PRV-SHCH-I-0054	清算所-会员强行平仓指令-反馈	SHCH-XTRADE-SIRS-3-R	建议合并，编号79-2	/	/		IMIX	标准金融资产及衍生品交易系统	上海清算所
PRV-SHCH-0060	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准产品交易平仓	双向：Out-In	私有服务	PRV-XTRADE-I-0003	清算所-会员强行平仓指令	SHCH-XTRADE-SIRS-3	建议合并，编号79-2	/	/		IMIX	上海清算所	标准金融资产及衍生品交易系统
PRV-XTRADE-0008	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准产品交易平仓撤销	单向：Out-Only	私有服务	PRV-SHCH-I-0055	清算所-会员交易强行平仓撤销-反馈	SHCH-XTRADE-SIRS-4-R	建议合并，编号78-2	/	/		IMIX	标准金融资产及衍生品交易系统	上海清算所
PRV-SHCH-0059	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准产品交易平仓撤销	双向：Out-In	私有服务	PRV-XTRADE-I-0004	清算所-会员交易强行平仓撤销	SHCH-XTRADE-SIRS-4	建议合并，编号78-2	/	/		IMIX	上海清算所	标准金融资产及衍生品交易系统
PRV-XTRADE-0010	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准产品交易平仓数据	双向：Out-In	私有服务	PRV-SHCH-I-0052	清算所-交易数据	XTRADE-SHCH-SIRS-1	建议合并，编号80-2	/	/		IMIX	标准金融资产及衍生品交易系统	上海清算所
PRV-SHCH-0061	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准产品交易平仓数据	单向：Out-Only	私有服务	PRV-XTRADE-I-0001	清算所-交易数据-反馈	XTRADE-SHCH-SIRS-1-R	建议合并，编号80-2	/	/		IMIX	上海清算所	标准金融资产及衍生品交易系统
PRV-RMBTS-0066	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准利率互换交易平仓	单向：Out-Only	私有服务	PRV-SHCH-I-0032	标准利率互换集中清算业务-会员强行平仓指令请求	RMBTS-SHCH-37-1	建议合并，编号82-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0037	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准利率互换交易平仓	双向：In-Out	私有服务	PRV-RMBTS-I-0053	标准利率互换集中清算业务-会员强行平仓指令反馈	RMBTS-SHCH-37-2	建议合并，编号82-2	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0065	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准利率互换交易平仓撤销	单向：Out-Only	私有服务	PRV-SHCH-I-0033	标准利率互换集中清算业务-会员交易强行平仓撤销请求	RMBTS-SHCH-38-1	建议合并，编号81-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0036	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准利率互换交易平仓撤销	双向：In-Out	私有服务	PRV-RMBTS-I-0054	标准利率互换集中清算业务-会员交易强行平仓撤销反馈	RMBTS-SHCH-38-2	建议合并，编号81-2	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0067	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准利率互换交易平仓数据	双向：Out-In	私有服务	PRV-SHCH-I-0030	标准利率互换集中清算业务-标准利率互换成交数据	RMBTS-SHCH-35-1	建议合并，编号83-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0038	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准利率互换交易平仓数据	单向：Out-Only	私有服务	PRV-RMBTS-I-0051	标准利率互换集中清算业务-标准利率互换成交反馈	RMBTS-SHCH-35-2	建议合并，编号83-2	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0069	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准债券远期交易平仓	单向：Out-Only	私有服务	PRV-SHCH-I-0024	标准债券远期集中净额清算业务-会员强行平仓指令请求	RMBTS-SHCH-27-1	建议合并，编号85-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0040	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准债券远期交易平仓	双向：In-Out	私有服务	PRV-RMBTS-I-0043	标准债券远期集中净额清算业务-会员强行平仓指令反馈	RMBTS-SHCH-27-2	建议合并，编号85-2	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0068	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准债券远期交易平仓撤销	单向：Out-Only	私有服务	PRV-SHCH-I-0025	标准债券远期集中净额清算业务-会员交易强行平仓撤销请求	RMBTS-SHCH-28-1	建议合并，编号84-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0039	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准债券远期交易平仓撤销	双向：In-Out	私有服务	PRV-RMBTS-I-0044	标准债券远期集中净额清算业务-会员交易强行平仓撤销反馈	RMBTS-SHCH-28-2	建议合并，编号84-2	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0070	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准债券远期交易平仓数据	双向：Out-In	私有服务	PRV-SHCH-I-0022	标准债券远期集中净额清算业务-标准债券远期成交	RMBTS-SHCH-25-1	建议合并，编号86-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0041	交易后服务体系	交易后服务数据	交易平仓数据	/	本币标准债券远期交易平仓数据	单向：Out-Only	私有服务	PRV-RMBTS-I-0041	标准债券远期集中净额清算业务-标准债券远期成交反馈	RMBTS-SHCH-25-2	建议合并，编号86-2	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0009	交易后服务体系	交易后服务数据	交易替换数据	/	质押式回购关联机构押券替换	单向：Out-Only	私有服务	PRV-RMBCSTP-I-0006	质押式回购押券替换请求（关联机构）	RMBTS-CSTP-26-1	建议合并，编号87-2	/	/		IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PRV-RMBCSTP-0005	交易后服务体系	交易后服务数据	交易替换数据	/	质押式回购关联机构押券替换	双向：In-Out	私有服务	PRV-RMBTS-I-0013	质押式回购押券替换（关联机构）	RMBTS-CSTP-26-2	建议合并，编号87-2	/	/		IMIX	本币交易直通式处理系统（本币CSTP）	本币交易系统
PRV-RMBTS-0010	交易后服务体系	交易后服务数据	交易替换数据	/	质押式回购押券替换	单向：Out-Only	私有服务	PRV-RMBCSTP-I-0005	质押式回购押券替换请求	RMBTS-CSTP-12-1	建议合并，编号88-2	/	/		IMIX	本币交易系统	本币交易直通式处理系统（本币CSTP）
PRV-RMBCSTP-0006	交易后服务体系	交易后服务数据	交易替换数据	/	质押式回购押券替换	双向：In-Out	私有服务	PRV-RMBTS-I-0012	质押式回购押券替换	RMBTS-CSTP-12-2	建议合并，编号88-2	/	/		IMIX	本币交易直通式处理系统（本币CSTP）	本币交易系统
PRV-FXTS-0019	交易后服务体系	交易后服务数据	交易通知数据	/	CRS交易成交通知	双向：Out-In	私有服务	PRV-FXTSCSTP-I-0003	成交通知-CRS交易	FXTS-FXCSTP-1-2	310.0	/	/		IMIX	外汇交易系统	外汇交易直通式处理系统（外汇CSTP）
PRV-FXTS-0020	交易后服务体系	交易后服务数据	交易通知数据	/	IRS交易成交通知	双向：Out-In	私有服务	PRV-FXTSCSTP-I-0003	成交通知-IRS交易	FXTS-FXCSTP-1-1	311.0	/	/		IMIX	外汇交易系统	外汇交易直通式处理系统（外汇CSTP）
PRV-FXTS-0021	交易后服务体系	交易后服务数据	交易通知数据	/	外币拆借交易成交通知	双向：Out-In	私有服务	PRV-FXTSCSTP-I-0003	成交通知-外币拆借交易	FXTS-FXCSTP-1-8	312.0	/	/		IMIX	外汇交易系统	外汇交易直通式处理系统（外汇CSTP）
PRV-FXTS-0022	交易后服务体系	交易后服务数据	交易通知数据	/	外汇掉期交易成交通知	双向：Out-In	私有服务	PRV-FXTSCSTP-I-0003	成交通知-掉期交易	FXTS-FXCSTP-1-6	313.0	/	/		IMIX	外汇交易系统	外汇交易直通式处理系统（外汇CSTP）
PRV-FXTS-0023	交易后服务体系	交易后服务数据	交易通知数据	/	外汇即期交易成交通知	双向：Out-In	私有服务	PRV-FXTSCSTP-I-0003	成交通知-即期交易	FXTS-FXCSTP-1-3	314.0	/	/		IMIX	外汇交易系统	外汇交易直通式处理系统（外汇CSTP）
PRV-FXTS-0024	交易后服务体系	交易后服务数据	交易通知数据	/	外汇期权交易成交通知	双向：Out-In	私有服务	PRV-FXTSCSTP-I-0003	成交通知-期权交易	FXTS-FXCSTP-1-7	315.0	/	/		IMIX	外汇交易系统	外汇交易直通式处理系统（外汇CSTP）
PRV-FXTS-0025	交易后服务体系	交易后服务数据	交易通知数据	/	外汇远期交易成交通知	双向：Out-In	私有服务	PRV-FXTSCSTP-I-0003	成交通知-远期交易	FXTS-FXCSTP-1-4	316.0	/	/		IMIX	外汇交易系统	外汇交易直通式处理系统（外汇CSTP）
PRV-FXTS-0026	交易后服务体系	交易后服务数据	交易通知数据	/	外汇轧差清算远期成交通知	双向：Out-In	私有服务	PRV-FXTSCSTP-I-0003	成交通知-轧差清算远期交易	FXTS-FXCSTP-1-5	317.0	/	/		IMIX	外汇交易系统	外汇交易直通式处理系统（外汇CSTP）
PRV-RMBTS-0071	交易后服务体系	交易后服务数据	交易中止数据	/	本币利率互换提前终止	双向：Out-In	私有服务	PRV-SHCH-I-0017	IRS净额清算-提前终止	RMBTS-SHCH-19-1	建议合并，编号89-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0042	交易后服务体系	交易后服务数据	交易中止数据	/	本币利率互换提前终止	单向：Out-Only	私有服务	PRV-RMBTS-I-0036	IRS净额清算-提前终止日终反馈	RMBTS-SHCH-19-2	建议合并，编号89-2	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0015	交易后服务体系	交易后服务数据	交易中止数据	/	本币提前终止撤销--本币--交易后	双向：Out-In	私有服务	PRV-PTPS-I-0003	提前终止撤销	RMBTS-PTPS-5	建议合并，编号90-2	/	/		IMIX	本币交易系统	交易后处理系统
PRV-PTPS-0005	交易后服务体系	交易后服务数据	交易中止数据	/	本币提前终止撤销--本币--交易后	单向：Out-Only	私有服务	PRV-RMBTS-I-0060	提前终止撤销反馈	RMBTS-PTPS-5-R	建议合并，编号90-2	/	/		IMIX	交易后处理系统	本币交易系统
PRV-PTPS-0010	交易后服务体系	交易后服务数据	交易中止数据	/	本币提前终止--交易后	双向：Out-In	私有服务	PRV-SHCH-I-0062	提前终止申请	PTPS-IHUb-SHCH-2	建议合并，编号91-2	/	/		IMIX	交易后处理系统	上海清算所
PRV-SHCH-0070	交易后服务体系	交易后服务数据	交易中止数据	/	本币提前终止--交易后	单向：Out-Only	私有服务	PRV-PTPS-I-0008	清算承接结果（提前终止）	SHCH-Ihub-PTPS-2	建议合并，编号91-2	/	/		IMIX	上海清算所	交易后处理系统
PRV-RMBTS-0016	交易后服务体系	交易后服务数据	交易中止数据	/	本币提前终止请求--交易后	单向：Out-Only	私有服务	/	提前终止	RMBTS-PTPS-4	318.0	/	/		IMIX	本币交易系统	交易后处理系统
PRV-RMBTS-0072	交易后服务体系	交易后服务数据	交易状态通知数据	/	本币利率互换净额清算确认结束状态	双向：Out-In	私有服务	PRV-SHCH-I-0020	IRS净额清算-确认结束状态	RMBTS-SHCH-22-1	建议合并，编号92-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0043	交易后服务体系	交易后服务数据	交易状态通知数据	/	本币利率互换净额清算确认结束状态	单向：Out-Only	私有服务	PRV-RMBTS-I-0038	IRS净额清算-确认结束反馈	RMBTS-SHCH-22-2	建议合并，编号92-2	/	/		IMIX	上海清算所	本币交易系统
PUB-RMBTS-0177	交易后服务体系	交易后服务数据	交易状态通知数据	/	利率互换期权行权状态更新	单向：Out-Only	公有服务	/	利率互换期权市场行权状态更新	RMBTS-PTPS-14	319.0	/	/		IMIX	本币交易系统	交易后处理系统
PRV-SHCH-0075	交易后服务体系	清算风险数据	保证金数据	/	外汇会员保证金数据	单向：Out-Only	私有服务	/	保证金数据	SHCH-FXTS-1	320.0	/	/		IMIX	上海清算所	外汇交易系统
PRV-XTRADE-0011	交易后服务体系	清算风险数据	清算额度	/	本币标准产品会员限额调整	单向：Out-Only	私有服务	PRV-SHCH-I-0053	清算所-会员限额调整-反馈	SHCH-XTRADE-SIRS-2-R	建议合并，编号93-2	/	/		IMIX	标准金融资产及衍生品交易系统	上海清算所
PRV-SHCH-0062	交易后服务体系	清算风险数据	清算额度	/	本币标准产品会员限额调整	双向：Out-In	私有服务	PRV-XTRADE-I-0002	清算所-会员限额调整	SHCH-XTRADE-SIRS-2	建议合并，编号93-2	/	/		IMIX	上海清算所	标准金融资产及衍生品交易系统
PRV-XTRADE-0012	交易后服务体系	清算风险数据	清算额度	/	本币标准产品下一日会员持仓限额和头寸	单向：Out-Only	私有服务	PRV-SHCH-I-0057	清算所-下一日会员持仓限额和头寸-反馈	SHCH-XTRADE-SIRS-6-R	建议合并，编号94-2	/	/		IMIX	标准金融资产及衍生品交易系统	上海清算所
PRV-SHCH-0063	交易后服务体系	清算风险数据	清算额度	/	本币标准产品下一日会员持仓限额和头寸	双向：Out-In	私有服务	PRV-XTRADE-I-0006	清算所-下一日会员持仓限额和头寸	SHCH-XTRADE-SIRS-6	建议合并，编号94-2	/	/		IMIX	上海清算所	标准金融资产及衍生品交易系统
PRV-RMBTS-0073	交易后服务体系	清算风险数据	清算额度	/	本币标准利率互换会员限额调整	单向：Out-Only	私有服务	PRV-SHCH-I-0031	标准利率互换集中清算业务-会员限额调整请求	RMBTS-SHCH-36-1	建议合并，编号95-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0044	交易后服务体系	清算风险数据	清算额度	/	本币标准利率互换会员限额调整	双向：In-Out	私有服务	PRV-RMBTS-I-0052	标准利率互换集中清算业务-会员限额调整响应	RMBTS-SHCH-36-2	建议合并，编号95-2	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0074	交易后服务体系	清算风险数据	清算额度	/	本币标准利率互换下一日会员持仓限额和头寸	单向：Out-Only	私有服务	PRV-SHCH-I-0048	标准利率互换集中清算业务-下一日会员持仓限额和头寸全量数据反馈	SHCH-RMBTS-15-2	建议合并，编号96-2	/	/		IMIX	本币交易系统	上海清算所
PRV-SHCH-0045	交易后服务体系	清算风险数据	清算额度	/	本币标准利率互换下一日会员持仓限额和头寸	双向：Out-In	私有服务	PRV-RMBTS-I-0071	标准利率互换集中清算业务-下一日会员持仓限额和头寸全量数据	SHCH-RMBTS-15-1	建议合并，编号96-2	/	/		IMIX	上海清算所	本币交易系统
PRV-RMBTS-0075	交易后服务体系	清算风险数据	清算额度	/	本币标准债券远期会员限额调整	单向：Out-Only	私有服务	PRV-SHCH-I-0023	标准债券远期集中净额清算业务-会员限额调整请求	RMBTS-SHCH-26-1	建议合并，编号97-2	/	/		IMIX	本币交易系统	上海清算所
